,name,age,anual_salary,credit_card_number,credit_score,credit_limitation,transaction_status,partial_payment,credit_balance
7979,Peter,61,3287100,8321663851854173,443,5929067,4119556,411956,3707600
7980,Urko González,22,3889300,3721024768513833,309,5470188,3229861,322987,2906874
7981,Lynden Gooch,26,3093300,4713676505362480,263,4787965,3771622,377163,3394459
7982,Liam Gordon,28,1054500,9892928487499315,112,1485146,653125,0,653125
7983,Jan Gorenc,42,713700,8362348710081153,165,1468593,1125081,11251,1113830
7984,Felix Götze,29,3202100,6009370300536231,310,4759064,2240953,225,2240728
7985,Pablo Gozálbez,30,4532600,5129389089188037,427,6268200,3378145,3379,3374766
7986,Jens Grahl,67,1212400,7639251100773309,385,3825752,443915,0,443915
7987,Rhyan Grant,22,615300,7310441546154936,38,494790,72515,726,71789
7988,André Green,39,4432800,3071558486772985,451,6773797,2989359,299,2989060
7989,Ruan,37,4660400,8484277824517324,434,7324272,2835693,0,2835693
7990,Adriano Grimaldi,31,339600,6468728191675447,67,485953,392652,0,392652
7991,Daniel Grimshaw,55,3743400,3878301019394209,452,6160739,21035,21035,0
7992,Simone Grippo,48,4668500,3821492894433416,566,8318817,8078926,807893,7271033
7993,Darijo Grujčić,64,2618600,8155099462366448,471,5930162,750839,0,750839
7994,Adrian Gryszkiewicz,22,2996300,5601461513818463,248,3950194,3296907,330,3296577
7995,Juan Cruz Guasone,66,4863900,6252831701030641,618,8245672,6458266,6459,6451807
7996,Raudy Guerrero,62,2574600,9169145222087846,441,5259668,283604,0,283604
7997,Nesta Guinness-Walker,65,809400,4341024253998508,304,2678100,117832,117832,0
7998,Muhammed Gümüşkaya,42,2923400,4239863967542752,363,5178272,4066277,407,4065870
7999,Jostein Gundersen,48,2835000,8686688572328700,356,4645097,2417833,24179,2393654
8000,Julian Günther-Schmidt,24,2689000,8437903179160628,237,3561391,108602,0,108602
8001,Ahmet Gürleyen,60,4236600,9019626472393068,603,8114548,3433460,0,3433460
8002,Carl Gustafsson,33,3385300,6300229076055838,334,5138292,29547,296,29251
8003,Filipe Nascimento,44,3698000,5744881449317582,473,6475775,1778880,177888,1600992
8004,Jon Guthrie,46,3798100,4090389382476255,477,6596012,1713378,171338,1542040
8005,Silvio Gutiérrez,68,4605200,8491160602036703,649,9312564,2608344,260835,2347509
8006,Daniel Gutiérrez,55,1682300,4488474528762851,357,4005327,2235689,223569,2012120
8007,Brad Guzan,33,1023200,3864506721872794,174,1868000,690419,0,690419
8008,Maxwell Gyamfi,43,4069600,4498564178360870,450,6386140,1901359,0,1901359
8009,Giovanni Haag,64,3126600,9671468686846303,519,6725433,5729939,573,5729366
8010,Maren Haile-Selassie,23,3625100,5723082588126626,340,5400455,3790450,0,3790450
8011,Besar Halimi,30,1950000,3250105892127380,201,2953104,2879607,0,2879607
8012,Lewis Hall,68,1111800,6768951407615278,349,3217065,391740,3918,387822
8013,George Hall,48,3477000,3348466422137568,447,6144063,2540966,254097,2286869
8014,Andy Halliday,26,3130000,5009360606304260,272,4268894,3766594,0,3766594
8015,Niko Hämäläinen,37,4574700,6127451577020375,408,7450550,1725970,17260,1708710
8016,Ben Hamer,59,524500,9804650666734387,298,2524926,916186,0,916186
8017,CJ Hamilton,65,4163500,6313797925637314,586,8237868,4370059,43701,4326358
8018,Sergiu Hanca,66,1481900,7703698378239047,396,4178820,2842989,28430,2814559
8019,Simon Handle,50,2842200,8803899196001246,407,5102015,4066139,4067,4062072
8020,Mads Hansen,67,607000,8713167565604123,267,2359643,1273137,12732,1260405
8021,Daniel Hanslik,64,1606100,6479634915860031,422,4340031,803466,803466,0
8022,Ryan Hardie,64,3577800,7614073041909166,598,7814014,3168332,31684,3136648
8023,Marcus Harness,29,3195900,4352730372570352,329,4921233,1450178,145018,1305160
8024,Nathan Harriel,37,3531800,5813652834071853,376,5281388,1012836,1012836,0
8025,Mark Harris,58,3181900,9228733583538438,426,5672365,3966014,3967,3962047
8026,Ellis Harrison,22,341800,4578823298571546,20,109999,75109,0,75109
8027,Haissem Hassan,48,4559600,5988298534238946,514,7220027,434180,43418,390762
8028,Tom Hateley,44,4779900,8098886175113122,519,7720819,2990336,0,2990336
8029,Omar Hawsawi,49,3091100,4224640867716368,366,5071235,2914094,29141,2884953
8030,Henrik Heggheim,30,3635400,8527603427074949,344,5861239,924249,924249,0
8031,Jürgen Heil,62,967200,6444423348373171,283,2604543,1625657,1625657,0
8032,Juan José Heinze,23,1179100,5661670840718865,90,1456981,759985,75999,683986
8033,Ramon Hendriks,43,2712200,7629376032208551,375,4977878,565780,56578,509202
8034,David Henen,68,2576200,8642233880884906,531,6054088,3272679,328,3272351
8035,Gustav Henriksson,49,1386900,8471181648900486,257,2690454,382801,0,382801
8036,Óscar Hernández,42,545400,8078631162383083,162,1499552,1292259,1293,1290966
8037,Ibrahim Hesar,34,3299700,9659542431528254,313,5316107,1680712,1681,1679031
8038,Perparim Hetemaj,53,4968400,5837677266806669,638,9379934,5312557,53126,5259431
8039,James Hill,57,3728000,3126608130756490,509,6721728,3577385,3577385,0
8040,Lukas Hinterseer,68,1268100,8630282987950294,420,3884984,1980102,1980102,0
8041,Leo Hjelde,66,3988900,5629359991266278,580,8077899,3511371,3511371,0
8042,Dominik Hładun,62,2094400,8996784712553849,405,4369678,3627503,3627503,0
8043,Noah Jean Holm,57,4345500,6427624515596783,587,8096729,6407149,6408,6400741
8044,Frederik Holst,57,2769900,7498614237143406,432,5658302,4496908,0,4496908
8045,Jason Holt,28,1039100,7816110611755948,99,1240710,13245,13245,0
8046,Siebe Horemans,36,2473200,5913635778367733,294,3843343,802875,0,802875
8047,Jizz Hornkamp,44,2178700,6376325095178196,324,4135144,3123603,3124,3120479
8048,Jordan Houghton,37,1370700,7966770002911843,239,2511959,1472078,0,1472078
8049,Jeroen Houwen,36,4336600,7510781708224830,473,7000695,6832601,0,6832601
8050,Sam Hughes,58,1980500,3300781108195771,354,3972289,3331211,0,3331211
8051,Daan Huisman,62,1720900,6593034095512190,411,4277920,990138,100,990038
8052,Hwang In Jae,42,4339400,5761614108438624,495,7598191,2284355,229,2284126
8053,Paul Iacob,56,788200,5078194644166360,308,2546900,1373112,0,1373112
8054,Matías Ibáñez,56,2498200,5237016182383319,383,4760770,3520325,0,3520325
8055,Cesar Ibañez,44,3325800,4605088053988673,376,5307251,4036716,4037,4032679
8056,Wilson Ibarrola,35,3124400,5841931657984540,320,4986738,1260615,127,1260488
8057,Luka Ilić,39,1924200,9405805995832570,270,3440781,833362,0,833362
8058,Tomoki Imai,47,2846900,6874598235061497,375,5192865,302561,303,302258
8059,Pablo Iñiguez,49,1924200,9990982506569598,310,3552558,423706,423706,0
8060,Manuel Insaurralde,27,1942000,7701240482122783,169,2865356,1989190,1990,1987200
8061,Nikita Iosifov,33,1193800,7005322396385732,170,2001318,1339500,1339500,0
8062,Alessio Iovine,53,1461800,7455661741817275,306,3292315,1345716,0,1345716
8063,Harry Isted,22,2427600,8347290242064091,190,3100216,865270,0,865270
8064,Iturbe,58,2779900,6090358764236436,403,5288047,2234749,0,2234749
8065,Juan Manuel Izquierdo,60,1528900,4532832380243871,396,3999866,1721091,17211,1703880
8066,Sebastian Jacob,30,1605700,5765470966844214,180,2530611,674317,6744,667573
8067,Valentin Jacob,22,3898100,6096873747156494,294,5183392,4708996,471,4708525
8068,Joe Jacobson,22,4583500,6021609806427904,385,7088123,5657841,566,5657275
8069,Marin Jakoliš,41,3904700,8461617863102594,396,6120272,5058534,0,5058534
8070,Rafał Janicki,24,4375800,3726582964597339,335,6065814,5169213,516922,4652291
8071,Isak Jansson,51,2692000,4361716514270861,421,5678817,5096843,50969,5045874
8072,Erik Janža,56,1835600,6438247440508480,362,3935675,207372,20738,186634
8073,Maudo Lamine Jarjué,49,1887600,5709176028406516,320,3903170,1136550,11366,1125184
8074,Paweł Jaroszyński,31,3318700,9729771499824294,269,4539201,2981275,29813,2951462
8075,Sylvester Jasper,25,2137000,6423564688473460,173,2726887,735318,736,734582
8076,Daniel Jebbison,23,3885100,4360635726621064,325,5776753,1566337,1566337,0
8077,James Jeggo,67,3678000,8962788929117033,595,7485209,2569892,0,2569892
8078,Victor Jensen,32,3317700,4302834172551214,342,5074156,2200609,220061,1980548
8079,Ruben Yttergård Jenssen,47,4351600,5187649076714819,450,6455517,3228495,32285,3196210
8080,Ulrik Yttergård Jenssen,42,2632500,9500561742372072,338,4538347,3364286,0,3364286
8081,Jeong Jae Hee,29,3729200,7795873790963385,361,5849920,3620867,36209,3584658
8082,Ignacio Jeraldino,65,3722200,5409715863602758,559,6954702,4250193,0,4250193
8083,Jiang Zhipeng,68,663800,9744773392889069,365,3058788,183762,1838,181924
8084,Dani Jiménez,54,1444900,3285755951987469,310,3465956,60775,0,60775
8085,Marko Johansson,27,3963800,6929361937117978,367,5817850,3635074,364,3634710
8086,Oscar Johansson,45,1816500,8252675197614225,306,3523810,722592,0,722592
8087,Marvin Johnson,52,4377000,4522686593593793,563,7781937,4257263,4258,4253005
8088,Max Johnston,66,2730500,8491272116467806,472,5922677,2969629,2969629,0
8089,Lloyd Jones,35,1938700,7614507190921599,237,3477874,3144116,314412,2829704
8090,Derrick Jones,60,4257900,7192211404272296,609,8089357,2483350,248335,2235015
8091,Edisson Jordanov,54,825300,3818901463917887,257,2402452,637471,637471,0
8092,Marcelo Jorquera,24,2853200,4090957712664234,253,4004522,2400435,2400435,0
8093,Jakub Jugas,69,4890700,9751190163569703,587,8313333,7052776,705278,6347498
8094,Saeed Juma,62,1294700,5544004998599727,314,3311974,1435578,1436,1434142
8095,Samuel Soares,28,495000,4169313877341065,84,703144,628096,6281,621815
8096,Leonel Justiniano,33,1098000,5178345537584930,157,1945277,452814,45282,407532
8097,Manu Justo,34,2172700,6356360379030493,265,3693936,489896,0,489896
8098,Lukas Jutkiewicz,32,416400,3532249623672908,113,923713,617750,0,617750
8099,Elvis Kabashi,23,3600100,3361685082288591,300,5123987,2432774,244,2432530
8100,Chris Kablan,56,2734500,4649981594472852,406,5202809,3141457,314146,2827311
8101,Kevin Kabran,31,4317100,6725382322717131,423,6576454,5676760,0,5676760
8102,Jakub Kadak,23,879300,4163172669803163,82,1105483,162325,163,162162
8103,Junior Kadile,62,3162800,3840354107344513,504,6351137,1033419,0,1033419
8104,Kylian Kaïboué,69,565500,5180663782148518,367,2872740,789254,0,789254
8105,Otar Kakabadze,62,1214800,6708317817063512,339,3631289,3511519,3511519,0
8106,Anthony Kalik,27,1980800,4218506627215984,218,3210217,2923291,0,2923291
8107,Lindrit Kamberi,39,1227600,6495156938772670,203,2447841,2088516,2089,2086427
8108,Aboubakary Kanté,61,4826900,6591253897571539,602,8786591,4358926,4358926,0
8109,Cebrail Karayel,37,3448100,6016734142932877,370,5495597,3061907,3062,3058845
8110,Oleksiy Kaschuk,47,2494600,9825983972338985,330,4435463,2528128,0,2528128
8111,Denso Kasius,32,978500,3407178551038883,122,1417363,716155,71616,644539
8112,David Kasumu,33,1380200,8306966848872956,206,2401888,1793421,179343,1614078
8113,Aléxandros Katránis,63,394300,7814954946441908,256,1864879,1792973,0,1792973
8114,Kévin Keben,30,4654300,8201430436700423,414,7244870,1007778,1007778,0
8115,Ákos Kecskés,47,1872900,8651487201872141,286,3441090,1536543,0,1536543
8116,Thomas Keller,64,1294700,7205231955206916,366,3845033,987360,9874,977486
8117,Marvin Keller,67,2192700,3722065683447140,492,5411823,1158779,1158779,0
8118,Stephen Kelly,66,3134700,7152614409818047,526,6298068,6155674,6156,6149518
8119,Liam Kelly,47,2771000,8628742489699393,379,4609581,1381206,138121,1243085
8120,Frankie Kent,22,3334100,7141251458263436,269,4930852,3408919,3408919,0
8121,Philippe Paulin Keny,69,3476600,8148271893574745,605,7396607,5576007,5576007,0
8122,Luca Kerber,58,3605900,5212054177247338,478,6625170,2415378,0,2415378
8123,Liam Kerrigan,32,3332500,5322384378787505,343,5505685,348317,0,348317
8124,Roman Kerschbaum,45,883300,9112592471325149,195,1942682,1146621,115,1146506
8125,Konstantin Kerschbaumer,45,4487700,9437181107085860,473,7297811,3987078,0,3987078
8126,Kerem Kesgin,43,2397500,4985505154247277,320,4245600,3918398,391840,3526558
8127,Josh Key,63,916500,4743750576439451,286,2832534,2341144,0,2341144
8128,Salim Khelifi,52,2331100,8159469965373670,378,4676629,4374403,4374403,0
8129,Abdukodir Khusanov,43,1792100,9179894144317459,238,3070087,856854,8569,848285
8130,Guy-Marcelin Kilama,32,1328300,6189984843760189,169,2033939,1698268,1698268,0
8131,Kim Jin Ya,33,746500,3969766229574434,127,1378819,514996,515,514481
8132,Kim Gyeong Min,54,4058500,4997746740244292,536,7170940,7130842,0,7130842
8133,Kim Tae Hwan,63,2394400,9905191930370159,409,5039533,3448459,34485,3413974
8134,Kim Bo Kyung,44,3438000,9647477307630847,388,5638250,3304314,3304314,0
8135,Kim Dong Min,47,3767700,8654017686267945,425,6059382,2607886,0,2607886
8136,Kim Geon Woong,61,730100,6205913784654008,281,2399422,2255826,0,2255826
8137,Leon King,66,4353400,3077911623357703,634,8809146,7466026,7466026,0
8138,Orestis Kiomourtzoglou,46,3179300,7611369030025308,394,5489166,4925451,4925451,0
8139,Peter Kioso,56,4352000,4468800721148794,531,8241210,3386989,0,3386989
8140,Yann Kitala,51,3737300,4810554004017422,538,7323281,481568,4816,476752
8141,Eric Bugale Kitolano,22,1238100,4924524137201239,94,1572216,254405,254405,0
8142,Mathias Kjølø,43,2171200,8414874163569745,355,4190879,1405383,140539,1264844
8143,Sebastian Klaas,68,2799000,9538446177339566,507,5866444,1847491,0,1847491
8144,Klaus,40,1089200,6564757480047460,172,2029666,1400560,14006,1386554
8145,Philipp Klewin,34,2279000,8777379635593346,235,3210957,2030756,20308,2010448
8146,Harvey Knibbs,25,1817000,7349393528564868,153,2461060,2263445,226345,2037100
8147,Yuki Kobayashi,54,2593000,3753131872356966,386,4703113,2802642,0,2802642
8148,Luca Warrick Koleosho,46,3742000,4586702025933212,415,6224067,5016299,0,5016299
8149,Dimitrios Kolovetsios,47,4860100,5781909832244550,551,8125213,5329167,5329167,0
8150,Gilbert Koomson,38,4410400,5952826845100455,424,6600583,453046,453046,0
8151,Peer Koopmeiners,68,3587300,8774079235211953,549,7481771,2979450,29795,2949655
8152,Patrick Koronkiewicz,61,844200,5444359024507746,349,3094773,729408,730,728678
8153,Luka Krajnc,26,2436400,6669289643695862,215,3539036,852769,852769,0
8154,Joris Kramer,44,571100,5995551559355584,167,1402135,794436,794436,0
8155,Blaž Kramer,32,4674900,4847787828594772,400,6750055,3058885,306,3058579
8156,Bledian Krasniqi,48,1229800,4856793433071149,290,2967421,1240711,0,1240711
8157,Anton Krešić,42,811300,9653396449916065,167,1647702,805766,8058,797708
8158,Dmytro Kryskiv,60,1421200,6696386290235707,344,3427202,2113739,0,2113739
8159,Lukas Kunze,46,1991500,7920965918884349,293,3536060,1161266,0,1161266
8160,Rafał Kurzawa,46,3432800,7167664572556471,397,5746435,4758948,476,4758472
8161,Stefan Kutschke,58,4115300,7472999170256572,562,7166878,6806186,68062,6738124
8162,Kwon Hyeok Kyu,56,3074000,6081227742389681,486,6509910,4534469,45345,4489124
8163,Jakub Łabojko,41,2467100,9751605663720353,297,4201840,880753,8808,871945
8164,Gustaf Lagerbielke,52,2698000,7573834807720678,382,4704364,986174,987,985187
8165,Fynn Lakenmacher,56,3699000,3640056662155828,505,7145547,4155259,415526,3739733
8166,Eugenio Lamanna,31,2592600,4998775716809969,304,4540042,4384937,4384937,0
8167,Macaulay Langstaff,26,369200,3297345866353135,62,493481,261978,2620,259358
8168,Eric Lanini,40,1294800,6136919051393718,208,2338146,1102734,11028,1091706
8169,Lassi Lappalainen,49,3185700,9092015068581043,456,5952159,5579148,5580,5573568
8170,Enzo Larrosa,45,1320300,3591379710052585,251,2926470,1013859,1013859,0
8171,Japhet Sery Larsen,29,2180900,5432430278226557,221,3237379,2072765,2073,2070692
8172,Mads Lauritsen,64,3870200,6652612471914510,624,7942213,6899370,6899370,0
8173,Joaquín Lavega,35,4059600,7041773020131756,381,6245351,2417742,241775,2175967
8174,Jamie Lawrence,42,2190000,6692081118098990,301,4207951,3181099,31811,3149288
8175,David Lazar,46,4298000,4991496605987229,481,7149793,1082626,109,1082517
8176,Matías Lazo,37,2835300,9264342280494145,338,4833260,196907,1970,194937
8177,Florian Le Joncour,63,2928000,7588812400167054,483,6005910,3297420,3297420,0
8178,Luke Le Roux,66,2036500,4989188483660174,399,4579838,4009742,0,4009742
8179,Orest Lebedenko,52,4783200,9624219094265223,543,8676415,6399353,640,6398713
8180,Lee Ju Yong,32,1864900,3837079923105954,202,2833149,2041833,2042,2039791
8181,Kelvin Leerdam,65,1007500,9284631560184480,349,3273279,3012580,30126,2982454
8182,Mateusz Łęgowski,33,1464800,9530038488058409,157,2341873,2047847,2048,2045799
8183,Julian Lelieveld,26,2284600,6860511537689296,190,3249417,1758423,17585,1740838
8184,Nunzio Lella,51,1730000,9638869296318510,283,3632465,428829,0,428829
8185,Tim Lemperle,28,4243700,5499334275565059,327,5925790,3926879,0,3926879
8186,Enzo Leopold,44,481900,9051670975348608,156,1395740,493362,494,492868
8187,Kevin Lewis,29,498600,4669527622505947,83,735694,530133,530133,0
8188,Jonathan Lewis,67,1704000,4089313467112152,409,4346470,1304373,0,1304373
8189,Li Ang,34,3289000,5298125237208579,325,5145973,1586506,15866,1570640
8190,Bryan Limbombe,68,1212800,8243731245659077,392,3912662,2460935,0,2460935
8191,Jaylin Lindsey,40,3301100,6882990525970328,392,5589889,5151208,0,5151208
8192,Evert Linthorst,60,3818400,7740794319583316,533,6866391,4882847,489,4882358
8193,Marcin Listkowski,39,4086500,4851881767980104,397,6074488,2279118,2279118,0
8194,Liu Yang,32,964900,4461551755182636,128,1507584,491408,492,490916
8195,Percy Liza,45,4388000,4430970791976772,474,6647353,2280958,2281,2278677
8196,Ivan Ljubić,60,2279200,3048678074902936,387,4659085,1578859,158,1578701
8197,Lenny Lobato,54,325000,7945282668341187,215,1728356,1589434,1590,1587844
8198,Lobete,30,1256800,5109755878417891,139,1907624,1081318,109,1081209
8199,Niklas Lomb,34,3677300,7641392757704488,378,5523348,738139,738139,0
8200,Enzo Lombardo,46,2510300,9673319336686856,342,4499706,511492,51150,460342
8201,Ryan Longman,31,3240100,9558212461278605,329,5127782,3323623,333,3323290
8202,Nigel Lonwijk,22,348900,6413590319743201,11,43200,26944,2695,24249
8203,Roberto Lopes,24,301900,4770552038325274,11,1384,87,0,87
8204,Fran Manzanara,30,4793800,3009140107288955,444,7191537,1178414,118,1178296
8205,Sayfallah Ltaief,68,3326300,5678946031936174,529,7081421,1640408,164041,1476367
8206,Williams Lugo,67,4727900,8623219053078222,688,9076478,1057056,1058,1055998
8207,Jakub Łukowski,58,774800,7654028420550719,307,2870218,500741,5008,495733
8208,Daniel Luna,57,2353800,3843126204765387,352,4386681,3843599,3843599,0
